ChEBI_ID,Metabolite Name
CHEBI:25741,oxide
CHEBI:24628,"imidazolidine-2,4-dione"
CHEBI:35281,onium betaine
CHEBI:27689,decanoate
CHEBI:33674,s-block molecular entity
CHEBI:46920,n-methylpiperazine
CHEBI:61214,promethazine(1+)
CHEBI:26986,threonine
CHEBI:18407,hydrogen cyanide
CHEBI:24972,ketohexose phosphate
CHEBI:46883,carboxy group
CHEBI:33305,tellurium molecular entity
CHEBI:32657,d-asparaginium
CHEBI:35523,bronchodilator agent
CHEBI:50177,dermatologic drug
CHEBI:35801,nitroso group
CHEBI:22985,calcium molecular entity
CHEBI:25555,nitrogen atom
CHEBI:50905,teratogenic agent
CHEBI:16296,d-tryptophan
CHEBI:23673,"2,6-diaminopimelic acid"
CHEBI:73754,thiosugar
CHEBI:24269,glucosamine phosphate
CHEBI:35342,17alpha-hydroxy steroid
CHEBI:24113,fructuronic acid
CHEBI:26455,pyrroles
CHEBI:33883,fructuronic acids
CHEBI:33662,annulene
CHEBI:48379,isourea
CHEBI:35556,pyrrole
CHEBI:76740,ec 1.13.* [oxidoreductase acting on single donors with incorporation of molecular oxygen (oxygenases)] inhibitor
CHEBI:23924,enzyme inhibitor
CHEBI:84734,fe(iii)-complexed siderophore
CHEBI:16905,"keto-d-fructose 1,6-bisphosphate"
CHEBI:33522,hydrogentellurite
CHEBI:57600,gtp(3-)
CHEBI:36271,hydrogentungstate
CHEBI:36262,molybdenum oxoanion
CHEBI:50454,acyclic desferrioxamine
CHEBI:17578,toluene
CHEBI:18012,fumaric acid
CHEBI:23622,deoxygalactose
CHEBI:23117,chlorine molecular entity
CHEBI:35155,elemental calcium
CHEBI:25389,monohydroxybenzoic acid
CHEBI:29919,hydrosulfide
CHEBI:38304,diazolidine
CHEBI:36615,triterpenoid
CHEBI:38418,"1,3-thiazoles"
CHEBI:30452,tellurium atom
CHEBI:57299,atp(3-)
CHEBI:33838,nucleoside
CHEBI:17115,l-serine
CHEBI:18050,l-glutamine
CHEBI:33585,lead molecular entity
CHEBI:76042,aromatic amino-acid zwitterion
CHEBI:24840,inorganic sulfate salt
CHEBI:134109,ec 3.5.1.108 (udp-3-o-acyl-n-acetylglucosamine deacetylase) inhibitor
CHEBI:16498,n-acylneuraminic acid
CHEBI:27376,methanesulfonic acid
CHEBI:30465,tellurous acid
CHEBI:5044,ferrioxamine b
CHEBI:36963,organooxygen compound
CHEBI:24793,indoledione
CHEBI:29924,hydrogenselenite
CHEBI:28868,fatty acid anion
CHEBI:22702,benzamides
CHEBI:50339,4-aminobutyl group
CHEBI:33485,chalcogen oxoanion
CHEBI:76891,ec 3.4.11.14 (cytosol alanyl aminopeptidase) inhibitor
CHEBI:71989,ortho ester
CHEBI:58007,streptomycin(3+)
CHEBI:24431,chemical entity
CHEBI:39179,nitroguanidine
CHEBI:32695,argininate
CHEBI:36684,organohalogen compound
CHEBI:22213,acridines
CHEBI:41402,carboxymethyl group
CHEBI:38497,respiratory-chain inhibitor
CHEBI:24852,insecticide
CHEBI:28300,glutamine
CHEBI:16755,chenodeoxycholic acid
CHEBI:22297,alditol phosphate
CHEBI:24591,hexuronate
CHEBI:23523,cytidine phosphate
CHEBI:20569,ec 2.5.1.19 (3-phosphoshikimate 1-carboxyvinyltransferase) inhibitor
CHEBI:24433,group
CHEBI:30613,glucarate(2-)
CHEBI:8310,polymyxin b sulfate
CHEBI:76971,escherichia coli metabolite
CHEBI:35411,"alkane-alpha,omega-diamine"
CHEBI:76815,ec 2.7.7.* (nucleotidyltransferase) inhibitor
CHEBI:38264,2-amino-3-methylpentanoic acid
CHEBI:29035,manganese(2+)
CHEBI:15379,dioxygen
CHEBI:48705,agonist
CHEBI:37404,elemental copper
CHEBI:71392,tetracycline(1-)
CHEBI:36876,inorganic radical anion
CHEBI:47909,3-oxo-delta(4) steroid
CHEBI:37247,elemental potassium
CHEBI:86385,ec 5.3.3.5 (cholestenol delta-isomerase) inhibitor
CHEBI:36364,alkaline earth salt
CHEBI:33482,sulfur oxoanion
CHEBI:21637,n-acyl-d-glucosamine phosphate
CHEBI:23403,coumarins
CHEBI:78117,fatty acid anion 8:0
CHEBI:32704,l-tryptophanium
CHEBI:76832,ec 4.3.1.* (ammonia-lyase) inhibitor
CHEBI:27504,mitomycin c
CHEBI:24839,inorganic salt
CHEBI:33708,amino-acid residue
CHEBI:78295,food component
CHEBI:17348,d-aldohexose 6-phosphate
CHEBI:16695,uridine 5'-monophosphate
CHEBI:38290,l-ascorbate
CHEBI:36834,3-hydroxy steroid
CHEBI:29258,dihydrogenphosphite
CHEBI:76730,ec 1.4.* (oxidoreductase acting on donor ch-nh2 group) inhibitor
CHEBI:35903,oxo carboxylic acid anion
CHEBI:35526,hypoglycemic agent
CHEBI:36229,allolactose
CHEBI:30796,(r)-malic acid
CHEBI:36841,11-hydroxy steroid
CHEBI:17617,l-fuculose
CHEBI:61297,adenyl deoxyribonucleotide
CHEBI:26404,puromycins
CHEBI:57599,n-acyl-d-glucosamine 6-phosphate(2-)
CHEBI:35969,3-hydroxy monocarboxylic acid
CHEBI:47779,aminoglycoside
CHEBI:33848,polycyclic arene
CHEBI:42485,formyl group
CHEBI:45557,sec-butyl group
CHEBI:57757,d-threonine zwitterion
CHEBI:37929,xanthene dye
CHEBI:51143,nitrogen molecular entity
CHEBI:33426,chlorine oxoacid
CHEBI:43799,butan-1-amine
CHEBI:65327,d-xylose
CHEBI:26650,serine family amino acid
CHEBI:35191,triterpene
CHEBI:39352,dinitrophenol
CHEBI:33833,heteroarene
CHEBI:28616,carbamic acid
CHEBI:18291,manganese atom
CHEBI:30754,anthranilic acid
CHEBI:27242,uridines
CHEBI:37080,acrylate
CHEBI:28260,galactose
CHEBI:26558,ribonucleoside monophosphate
CHEBI:60895,d-alpha-amino acid anion
CHEBI:61015,nephrotoxin
CHEBI:37690,allose
CHEBI:32822,l-threoninium
CHEBI:34887,nickel dichloride
CHEBI:33608,hydrogen molecular entity
CHEBI:33558,alpha-amino-acid anion
CHEBI:17012,n-acetylneuraminic acid
CHEBI:35800,nitroso compound
CHEBI:33497,transition element molecular entity
CHEBI:37193,elemental lead
CHEBI:132142,"1,4-naphthoquinones"
